19:04:09:14:37,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=10 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,May have found error: factor of b's were masking.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=1 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=2 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=3 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=7 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=8 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=9 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:49,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=10 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Returned factors of b into one-body.
19:04:10:11:54,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing reciprocal scaling factor on one-body.
19:04:10:11:56,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,|Forgot about scaling factor in numerical integrator, removed.|
19:04:10:12:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=3 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing one-body with correct scaling factor.
19:04:10:12:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing one-body with correct scaling factor.
19:04:10:12:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing one-body with correct scaling factor.
19:04:10:12:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing one-body with correct scaling factor.
19:04:10:12:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=7 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing one-body with correct scaling factor.
19:04:10:14:57,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Corrected CSOneBody.
19:04:10:14:57,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Corrected CSOneBody.
19:04:10:14:57,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Corrected CSOneBody.
19:04:10:15:16,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Additional Cout in tb.
19:04:10:15:16,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Additional Cout in tb.
19:04:10:15:16,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Additional Cout in tb.
19:04:10:17:24,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Changed Anti-symmetrized to be correct :P.
19:04:10:17:24,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Changed Anti-symmetrized to be correct :P.
19:04:10:17:24,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Changed Anti-symmetrized to be correct :P.
19:04:10:17:42,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,corrected diagonal element checking thing.
19:04:10:17:46,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,|Just using delta_pq, I think the other function checks memory space :P.|
19:04:10:17:50,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,|What the actual fuck, none of these enter that 'if' statement...|
19:04:10:17:52,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,I intentionally broke if statment to check if that even works.
19:04:10:17:55,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,comparing indices instead.
19:04:10:18:00,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing if 1 == 1.
19:04:10:18:05,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,|SixJ going to zero, using ms.GetSixJ instead.|
19:04:10:18:15,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Trying to figure out why that 6j goes to zero...
19:04:10:18:18,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Changed to sixj to gsl_sixj.
19:04:10:18:22,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Trying to debug why that six goes to zero.
19:04:10:18:26,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Found a fucking 'continue' that I forgot to comment out LOL.
19:04:10:18:30,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,comparing delta_12 vs delta_34
19:04:10:18:35,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,IMplemented proper delta_pq
19:04:10:18:42,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Switched SixJ abck to factors of 1./2.
19:04:10:18:50,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Added more factors of *1./2. into the phase calculator
19:04:10:19:12,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Rearranged AS; it should be correct and more compact.
19:04:10:19:15,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Corrected factor of *1./2. in phase factor of asym.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=1 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=2 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=3 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=7 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=8 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=9 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=0 Operators= omega_norm_max=0.25 hw=10 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=1 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=2 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=3 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=6 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=7 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=8 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=9 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=1 Operators= omega_norm_max=0.25 hw=10 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=1 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=2 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=3 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=4 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
19:04:10:19:17,/global/home/dlivermore/imsrg_backup/work/compiled/Atomic systemBasis=harmonic valence_generator=shell-model-atan smax=200 reference=He4 valence_space=He4 basis=HF emax=2 Operators= omega_norm_max=0.25 hw=5 dsmax=0.5 core_generator=atan Lmax=0 file2lmax=6 ode_tolerance=1e-5 e3max=0 file2e1max=6 file2e2max=12 2bme= method=magnus,Testing wide range of ME.
